taxon	total number of records	% total geocoded	Alameda	Alpine	Amador	Butte	Calaveras	Colusa	Contra Costa	Del Norte	El Dorado	Fresno	Glenn	Humboldt	Imperial	Inyo	Kern	Kings	Lake	Lassen	Los Angeles	Madera	Marin	Mariposa	Mendocino	Merced	Modoc	Mono	Monterey	Napa	Nevada	Orange	Placer	Plumas	Plumas or Sierra	Riverside	Sacramento	San Benito	San Bernardino	San Diego	San Francisco	San Joaquin	San Luis Obispo	San Mateo	Santa Barbara	Santa Clara	Santa Clara/Santa Cruz county line	Santa Cruz	Shasta	Sierra	Siskiyou	Solano	Sonoma	Stanislaus	Sutter	Tehama	Trinity	Tulare	Tuolumne	Unknown	Ventura	Yolo	Yuba	county	unknown
Trichocoronis	25	0.44	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ephedra	3848	0.9	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.94	0.88	0.99	0.0	0.0	0.89	0.98	0.0	0.0	0.0	0.0	0.63	0.67	0.91	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.97	0.0	1.0	0.99	0.87	0.0	0.0	0.4	0.0	0.82	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.11	0.56	0.0	0.0	0.0	0.3
Kobresia	29	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Datura	1105	0.75	1.0	0.0	0.0	0.88	0.0	1.0	0.75	0.0	0.0	0.54	1.0	0.0	0.92	0.29	0.63	0.0	0.0	0.0	0.5	1.0	1.0	1.0	0.0	0.7	0.0	0.0	0.83	0.5	0.0	0.82	0.0	0.0	0.0	0.96	0.5	1.0	0.86	0.9	0.0	0.88	0.45	0.0	0.48	0.0	0.0	0.0	1.0	0.0	0.0	0.5	0.64	0.75	1.0	0.0	0.0	0.14	0.4	0.29	0.57	0.42	0.0	0.0	0.0
Cystopteris	1399	0.6	0.0	0.18	1.0	0.82	1.0	1.0	0.71	0.33	0.57	0.67	0.33	0.48	0.0	0.64	0.49	1.0	0.86	0.88	0.61	0.47	0.75	0.66	0.15	0.0	0.62	0.57	0.52	0.33	0.39	0.0	0.92	0.72	0.0	1.0	0.0	0.0	0.81	0.82	0.0	0.0	0.4	0.6	0.92	0.46	0.0	0.67	0.61	0.52	0.22	0.0	1.0	0.0	0.0	0.43	0.61	0.47	0.49	0.0	1.0	0.0	0.0	0.0	0.0
Malperia	43	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tiarella	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aloysia	74	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pycnanthemum	289	0.66	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.67	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.68	0.0	1.0	0.0	0.0	0.85	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.4	0.4	0.0	0.0	0.0	0.0	0.86	0.67	0.0	0.75	0.0	0.0	0.0	1.0	0.0	0.0
Crataegus	180	0.87	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.83	0.0	0.93	0.0	0.0	0.0	0.83	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Calyptridium	3307	0.6	0.0	0.45	0.47	0.65	0.29	0.82	0.0	0.64	0.61	0.46	0.69	0.54	0.89	0.47	0.55	0.0	0.88	0.64	0.7	0.62	0.0	0.44	0.32	0.0	0.58	0.47	0.17	0.92	0.46	1.0	0.62	0.5	0.0	0.92	0.0	0.42	0.82	0.68	0.0	1.0	0.62	0.0	0.63	0.5	0.0	0.97	0.5	0.41	0.42	0.0	0.83	0.0	0.0	0.54	0.45	0.38	0.56	0.13	0.61	1.0	0.5	0.0	0.07
Orobanche	1368	0.73	0.4	0.75	1.0	1.0	0.0	0.8	0.93	0.29	0.86	0.56	1.0	0.43	1.0	0.58	0.76	0.0	0.79	0.63	0.72	0.67	0.43	0.71	0.13	1.0	0.73	0.56	0.27	0.56	0.73	0.88	1.0	0.92	0.0	0.98	1.0	0.22	0.87	0.85	1.0	0.0	0.49	0.33	0.77	0.38	0.0	0.67	0.47	1.0	0.2	0.78	0.6	0.5	1.0	0.89	0.33	0.5	0.5	0.0	0.75	0.83	0.5	0.0	0.0
Crassula	1786	0.67	0.47	1.0	0.44	0.82	0.5	0.8	0.64	0.0	0.6	0.48	0.86	0.29	1.0	0.0	0.41	0.0	0.67	0.0	0.57	0.31	0.43	0.0	0.15	0.77	0.0	0.0	0.4	0.54	0.0	0.7	0.0	0.75	0.0	0.97	0.64	0.5	0.73	0.83	0.54	0.71	0.54	0.57	0.58	0.41	0.0	0.86	0.67	0.0	0.0	0.69	0.46	0.9	0.4	0.9	0.0	0.27	0.5	0.0	0.81	0.83	1.0	0.0	0.0
Streptopus	53	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tropidocarpum	1179	0.68	0.71	0.0	0.0	0.57	1.0	0.89	0.81	0.0	1.0	0.44	0.8	0.0	1.0	0.2	0.73	0.56	0.83	0.0	0.63	0.5	1.0	0.67	0.2	0.79	0.0	0.0	0.56	0.33	0.0	0.5	0.46	0.0	0.0	0.97	0.57	0.28	0.85	0.92	0.0	0.85	0.5	0.4	0.67	0.72	0.0	1.0	0.0	0.0	0.0	0.6	0.67	0.5	0.5	0.82	0.0	0.33	0.0	0.0	0.57	0.67	0.0	0.0	0.0
Galium	8239	0.72	0.67	0.57	0.85	0.89	0.82	0.79	0.71	0.44	0.72	0.63	0.94	0.41	1.0	0.6	0.73	1.0	0.8	0.89	0.74	0.59	0.7	0.62	0.47	0.5	0.67	0.66	0.71	0.68	0.75	0.85	0.9	0.65	0.0	0.97	0.57	0.36	0.94	0.88	0.85	0.67	0.53	0.34	0.86	0.47	0.0	0.75	0.57	0.59	0.36	0.55	0.58	0.85	0.91	0.66	0.55	0.58	0.75	0.0	0.68	0.67	0.63	0.0	0.09
Veratrum	346	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.25	0.27	0.0	0.81	0.0	0.78	0.0	0.0	1.0	0.0	0.86	0.75	0.0	0.56	0.88	0.0	0.0	0.33	0.0	0.0	0.7	0.0	0.0	0.9	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.45	0.0	0.78	0.0	0.0	0.5	0.6	0.44	0.0	0.0	0.25	0.0	0.0	0.0	0.0
Morella	576	0.87	0.95	0.0	0.0	0.0	0.0	0.0	1.0	0.96	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.92	0.0	0.9	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.88	0.0	0.73	0.81	0.83	1.0	0.0	0.94	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Moneses	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bidens	772	0.62	0.67	0.0	0.0	0.81	0.67	1.0	0.5	0.0	0.78	0.64	1.0	0.14	0.0	0.54	0.9	0.33	0.5	0.93	0.42	0.6	0.0	1.0	0.0	0.33	0.5	0.64	0.57	0.0	0.5	0.76	0.5	0.53	0.0	0.97	0.81	0.0	0.83	0.79	1.0	0.46	0.0	1.0	1.0	0.63	0.0	0.88	0.5	0.5	0.45	1.0	0.32	0.67	0.5	0.87	0.0	0.25	0.56	0.0	0.8	1.0	1.0	0.0	0.0
Nuphar	264	0.33	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.2	0.36	0.33	0.0	0.16	0.0	0.0	0.0	0.0	0.33	0.43	1.0	0.25	0.25	0.0	0.36	0.0	0.43	0.0	0.0	0.0	0.29	0.0	0.5	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.29	0.0	0.19	0.0	0.0	0.0	0.43	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0
Verbena	1212	0.72	0.0	0.0	0.0	0.78	0.0	0.6	0.25	0.0	0.17	0.14	1.0	0.27	0.33	0.4	0.71	0.0	0.67	0.5	0.7	0.67	0.0	1.0	0.0	0.7	0.33	0.0	0.45	0.0	0.0	0.87	1.0	0.0	0.0	1.0	0.46	0.0	0.91	0.86	0.0	0.63	0.56	0.14	0.73	0.5	0.0	0.8	1.0	0.0	0.25	0.5	0.5	0.43	0.0	0.83	0.5	0.14	0.83	0.17	0.71	1.0	0.0	0.0	0.0
Physocarpus	616	0.88	0.97	0.0	0.8	1.0	1.0	0.0	1.0	0.97	0.88	0.5	0.0	0.96	0.0	1.0	0.0	0.0	0.89	0.0	0.0	0.67	0.92	0.78	0.9	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.86	0.0	0.69	0.0	0.67	0.87	0.0	0.96	0.0	1.0	0.0	0.0	1.0	0.91	0.5	0.38	0.0	0.0	0.0	1.0	0.0	0.2
Osmadenia	537	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.95	0.0	0.0	0.5	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Menziesia	39	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moehringia	191	0.58	1.0	0.0	0.0	1.0	0.0	0.0	0.67	0.63	0.0	1.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.89	0.0	0.0	0.5	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.58	0.55	0.0	0.0	0.0	0.0	0.5	0.0	0.0
Athyrium	299	0.47	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.5	0.14	0.33	0.0	0.33	0.0	0.3	0.0	0.0	1.0	0.0	0.5	1.0	0.6	0.4	0.2	0.0	0.0	0.4	0.0	0.0	0.23	0.0	0.71	0.53	0.0	1.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.71	0.0	0.33	0.19	0.0	0.33	0.0	0.0	0.0	0.0	0.35	0.17	0.0	0.0	0.0	0.0	0.0	0.0
Cymopterus	597	0.64	0.0	0.67	0.0	0.5	0.0	0.0	0.0	0.0	0.18	0.45	0.0	0.0	0.0	0.51	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	1.0	0.8	0.0	0.0	0.33	0.0	1.0	0.83	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.33	0.7	0.0	0.6	0.0	0.0	1.0	0.0	0.5	0.5	0.25	0.0	0.0	0.0	0.0	0.5
Oxyria	384	0.46	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.43	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.5	0.0	0.0	0.63	0.51	0.0	0.0	0.44	0.0	0.4	0.0	0.0	0.86	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.67	0.25	0.0	0.0	0.0	0.0	1.0	0.13	0.24	0.45	0.5	0.0	0.0	0.0	0.0	0.5
Berberis	1475	0.88	0.67	0.0	1.0	1.0	1.0	1.0	0.5	0.97	0.9	0.6	1.0	0.96	1.0	0.5	1.0	0.0	0.88	1.0	0.98	0.33	0.86	0.45	0.78	0.0	0.8	0.0	0.91	1.0	0.9	1.0	0.89	1.0	0.0	0.91	1.0	1.0	0.98	0.75	0.93	0.0	0.37	0.73	0.9	0.53	0.0	0.83	0.71	1.0	0.93	1.0	0.88	0.0	1.0	1.0	0.92	0.23	0.38	0.17	0.78	0.0	1.0	0.0	0.0
Polemonium	997	0.6	0.29	0.4	0.5	0.8	0.0	0.0	0.0	0.82	0.36	0.75	0.0	1.0	0.0	0.78	0.5	0.0	0.0	0.79	0.0	0.5	1.0	0.4	0.0	0.0	0.61	0.65	0.0	0.0	0.54	0.0	0.65	0.88	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	1.0	0.63	0.0	0.0	0.0	0.45	0.43	0.5	0.0	1.0	0.0	0.0	0.6	0.19	0.69	0.78	0.08	0.87	0.0	0.0	0.0	0.33
Calliandra	112	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocanthemum	1481	0.86	1.0	0.0	0.62	0.0	0.88	1.0	0.71	0.0	0.82	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.96	0.0	0.92	1.0	0.9	0.0	0.0	0.0	0.94	0.8	0.0	0.96	0.0	0.0	0.0	0.97	0.0	1.0	0.96	0.85	0.0	0.0	0.66	0.89	0.85	1.0	0.0	0.97	0.0	0.0	0.0	1.0	0.44	0.0	0.0	0.0	0.0	0.0	1.0	0.2	0.88	0.0	0.0	0.0	0.14
Tridens	123	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bebbia	364	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.92	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.99	0.0	0.0	0.99	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cornus	2485	0.83	0.86	1.0	0.63	0.98	0.78	1.0	0.81	0.94	0.95	0.76	1.0	0.93	0.0	0.75	0.97	0.0	0.86	1.0	0.97	0.41	0.88	0.75	0.86	0.0	0.95	0.92	0.76	1.0	0.91	1.0	0.97	0.95	0.0	0.89	1.0	0.75	0.97	0.68	0.75	1.0	0.33	0.9	0.91	0.61	0.0	0.88	0.83	1.0	0.86	1.0	0.93	1.0	0.0	0.97	0.78	0.74	0.75	0.13	0.82	1.0	1.0	0.0	0.17
Yabea	514	0.75	1.0	0.0	1.0	0.87	0.83	1.0	0.86	1.0	0.33	0.47	1.0	0.29	1.0	1.0	0.86	1.0	0.92	0.0	0.72	0.0	0.0	0.6	0.27	0.6	1.0	0.0	0.6	0.67	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.75	0.65	0.92	0.5	1.0	0.68	0.25	0.81	0.67	0.0	0.33	0.67	0.0	0.0	1.0	0.5	0.75	0.33	1.0	0.75	0.75	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Triodanis	371	0.81	0.6	0.0	0.0	1.0	0.0	1.0	0.83	0.0	1.0	0.0	1.0	0.18	0.0	0.0	0.0	0.0	1.0	0.0	0.64	0.5	1.0	0.0	0.5	0.0	0.0	0.0	0.38	0.5	0.0	0.67	0.0	0.0	0.0	1.0	0.0	0.0	0.67	0.98	1.0	1.0	0.8	0.0	0.91	0.0	0.0	0.67	0.0	0.0	1.0	1.0	0.0	0.5	1.0	1.0	1.0	0.88	1.0	0.0	1.0	1.0	0.0	0.0	0.0
Hypericum	2089	0.51	0.0	0.5	0.39	0.67	0.42	1.0	0.5	0.33	0.49	0.33	0.2	0.38	0.0	0.5	0.32	0.0	0.45	0.57	0.71	0.5	0.38	0.51	0.31	0.33	0.63	0.4	0.46	0.4	0.38	0.5	0.63	0.65	0.0	0.95	0.67	0.0	0.74	0.75	0.5	0.0	0.6	0.25	0.8	0.55	0.0	0.65	0.5	0.17	0.42	0.69	0.21	0.0	0.0	0.75	0.59	0.36	0.39	0.14	0.5	0.0	1.0	0.0	0.0
Psilostrophe	239	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.86	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Delphinium	8473	0.55	0.58	0.44	0.43	0.73	0.41	0.47	0.5	0.22	0.47	0.68	0.75	0.29	1.0	0.66	0.72	1.0	0.73	0.78	0.6	0.37	0.49	0.52	0.32	0.55	0.61	0.65	0.43	0.48	0.39	0.81	0.73	0.51	0.0	0.99	0.47	0.41	0.84	0.82	0.38	0.82	0.35	0.41	0.52	0.39	0.0	0.74	0.48	0.29	0.32	0.58	0.6	0.59	0.34	0.57	0.35	0.55	0.45	0.05	0.62	0.44	0.11	0.0	0.09
Mitellastra	43	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Subularia	46	0.85	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.75	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0
Valeriana	308	0.72	0.0	0.63	0.67	1.0	0.0	0.0	0.0	0.57	0.82	0.63	1.0	0.71	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.68	0.48	0.0	0.0	0.73	0.0	0.83	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.62	0.83	0.79	0.5	0.0	0.0	0.0	0.0	0.0
Monolopia	1607	0.54	0.27	0.0	0.0	0.0	0.0	0.68	0.58	1.0	0.0	0.56	0.5	0.0	0.0	0.0	0.63	0.95	0.25	0.0	0.55	0.0	0.75	1.0	0.0	0.75	0.0	0.0	0.19	0.5	0.0	0.33	0.0	0.0	0.0	1.0	0.0	0.35	0.33	0.5	0.0	0.97	0.44	0.8	0.61	0.67	0.0	0.76	0.0	0.0	0.0	0.83	0.33	0.63	0.0	1.0	0.0	0.61	0.0	0.0	0.64	0.5	0.0	0.0	0.0
Mirabilis	1259	0.83	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8	1.0	0.0	0.94	0.54	0.8	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.25	0.0	0.0	0.88	0.0	0.0	0.0	0.97	0.0	0.0	0.91	0.83	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.13	0.84	0.0	0.0	0.0	0.0
Narthecium	186	0.44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.38	0.43	0.5	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.26	0.0	0.0	0.0	0.0	0.0	0.54	0.33	0.75	0.0	0.0	0.0	0.0	0.0	0.0
Sphaeromeria	189	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.33	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.78	0.0	0.0	0.0	0.0	0.0	0.0
Staphylea	195	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.33	0.0	0.0	0.0	0.0	1.0	0.0	0.6	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Teucrium	32	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ayenia	117	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	1.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
